Reproduction	Support	Langue	Contenu	Bibliographie	Description physique	Nombre de feuillets	Nom BNF	Dimensions	Cote actuelle
	Volume en papier.	Manuscrit en latin	" Dictum Goliardi. Ecce homo sine domo... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 97 v°
	Volume en papier.	Manuscrit en latin	" Item. " Pièce de 32 vers, moitié en français et moitié en latin.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 97 v°
	Volume en papier.	Manuscrit en latin	" Gausa divitis et Lazari. Audi, sancte senior... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 98
	Volume en papier.	Manuscrit en latin	" Proverbia moralia. Rusticitas hodie... " Déclamations poétiques, sur lesquelles il faut lire les observations de M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 304.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 100
	Volume en papier.	Manuscrit en latin	Pièce satyrique, de 30 vers. " Luxus opum semper varios... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 102
	Volume en papier.	Manuscrit en latin	Satyre contre les églises de la province de Reims. " Cum ex rapto vivere... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 102 v°
	Volume en papier.	Manuscrit en latin	" Hee sunt septem curialitates. In privato sobrietas... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 103 v°
	Volume en papier.	Manuscrit en latin	" Hee sunt septem rusticitates. Loquacitas in convivio... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 103 v°
	Volume en papier.	Manuscrit en latin	" Sentencie procerum Romanorum. Crassus : Parentes vereri Deam timereque debemus, sepius auribus uti quam lingua. Catullus : Debemus neminem nimium judicare... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 103 v°
	Volume en papier.	Manuscrit en latin	Exhortation morale, en 65 vers. " Quasi leo rugiens... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 103 v°
	Volume en papier.	Manuscrit en latin	Poésie pieuse, en 42 vers. " Quid ultra tibi facere... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 104 v°
	Volume en papier.	Manuscrit en latin	" Cordis et oculi altercatio, [par le chancelier Philippe de Grève]. Si quis cordis et oculi... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 105 v°
	Volume en papier.	Manuscrit en latin	" Oratio. " 14 vers. Christe, fave votis, quem sensibus invoco totis.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 106
